"CRUISE","VESSEL","HAUL","LATITUDE","LONGITUDE","TEMP","SALINITY","pH","Turbidity","O2","DEPTH"
201401,143,84,52.27192,-173.137085,4.34039157894737,33.243493354662,7.42058105263158,0.24196,301.910909473684,256.484691955959
201401,143,85,52.259825,-173.248255,5.0509593495935,33.1336699817971,7.49613211382114,0.547932926829268,343.183430894309,116.780634097093
201401,143,86,52.25259,-173.740495,4.69743610547667,33.1801316754248,7.49446247464503,0.343868154158215,321.854446247465,127.359651972775
201401,143,88,52.33028,-173.938825,5.32946640316206,33.1264542531859,7.56167588932806,0.37501185770751,344.412051383399,89.4771199198115
201401,143,89,52.417735,-173.778885,4.15817391304348,33.2035630289913,7.52675155279503,0.414784679089027,316.164314699793,137.586246670269
201401,143,90,52.517405,-173.48392,3.90545134575569,33.6443465779101,7.37062939958592,0.347275362318841,169.422892339545,219.64153498779
201401,143,91,52.256155,-174.432065,5.26709959349594,33.1619354323529,7.60159349593496,0.801668699186992,330.699087398374,150.661523076174
201401,143,92,52.305835,-174.77397,4.08617353579176,33.4745723154987,7.52422125813449,0.414880694143167,217.721498915401,255.461778665553
201401,143,96,52.158595,-175.62957,3.75319141914191,33.2861378239455,7.57218481848185,0.359003300330033,293.277924092409,204.626076510111
201401,143,97,51.59735,-177.21954,4.58131055900621,33.5142247993331,7.51416770186335,0.396430641821946,196.162372670807,215.443669734628
201401,143,98,51.61892,-177.852975,5.34222784810127,33.1820350889101,7.58711181434599,0.498778481012658,311.19867721519,87.1259783436123
201401,143,99,51.575435,-177.99347,5.22511178861789,33.2395622106521,7.5507743902439,0.435040650406504,292.787272357724,127.186751732145
201401,143,100,51.565485,-178.095715,5.03713292433538,33.3007355138638,7.52705112474438,0.404,268.38109406953,182.867304759064
201401,143,101,51.747085,-178.053945,5.49232459677419,33.1697520476015,7.6889314516129,0.585885080645161,314.931471774194,81.7944144031432
201401,143,102,51.60471,-178.074345,5.38035306122449,33.2005395725673,7.62749795918367,0.4707,308.170871428571,89.9642398687761
201401,143,103,51.56146,-178.10055,4.58113387423935,33.5781801189911,7.43564705882353,0.425046653144016,184.488290060852,216.2269991902
201401,143,104,51.402135,-178.303385,4.1731906693712,33.9840645441088,7.29997160243408,0.420612576064909,75.4788255578093,411.775966853443
201401,143,105,51.458505,-178.455725,4.831918200409,33.4021969556715,7.48073415132924,0.454429447852761,239.794775051125,282.044275282042
201401,143,106,51.50742,-178.566245,4.80444246031746,33.4160886814212,7.47106944444444,0.461448412698413,236.94991468254,170.10317823157
201401,143,107,51.275155,-179.041405,5.17745161290323,33.155872121135,7.66478024193548,0.506372983870968,294.664314516129,93.8360956341454
201401,143,108,51.512235,-178.64054,5.13528778467909,33.2850730996133,7.5968115942029,0.493788819875776,277.949173913043,152.925366218946
201401,143,109,51.562095,-178.36721,4.91954054054054,33.3493706374574,7.48603326403326,0.442087318087318,254.234039501039,144.041297181218
201401,143,110,51.63031,-178.57861,5.45565069860279,33.2081841884658,7.59093812375249,0.471373253493014,312.073892215569,79.4908859737096
201401,143,111,51.612725,-178.852615,4.41251836734694,33.6676618553086,7.39529183673469,0.326944897959184,164.346187755102,315.950954144617
201401,143,112,51.608595,-178.850485,4.93060327198364,33.3728259229876,7.4800572597137,0.505222903885481,246.091588957055,263.566648817448
201401,143,115,52.20889,-179.944585,5.24729287090559,33.2901546279829,7.50883622350674,0.11481310211946,288.205653179191,94.6496807859733
201401,143,116,52.26186,-179.925475,5.08759519038076,33.3216879106708,7.57709018036072,0.0838797595190381,264.242889779559,83.7073581894049
201401,143,117,52.33331,-179.862355,4.67849897750511,33.4662355523158,7.49799795501023,0.0809570552147239,217.496505112474,161.026551097573
201401,143,118,52.372495,-179.920725,4.72519918699187,33.481706438329,7.49186178861789,0.0970772357723577,219.281634146341,184.705292389375
201401,143,119,52.5343,-179.9727,4.03469484536082,33.89857399101,7.31444742268041,0.0409587628865979,98.1884742268041,398.071065375019
201401,143,120,52.453525,179.928155,4.16333739837398,33.5225123053813,7.42566260162602,-0.00420325203252033,208.507552845528,170.871066919503
201401,143,121,52.375905,179.646775,4.1325734989648,33.6443290610851,7.50557763975155,0.0418819875776398,163.670236024845,246.700520042948
201401,143,122,52.15527,179.760985,5.67241616161616,33.2795892777641,7.64448080808081,0.183860606060606,319.761628282828,81.2225417635389
201401,143,123,52.17563,179.60863,5.22182213438735,33.351617545941,7.54212450592885,0.17095256916996,268.747745059289,129.571602855767
