"CRUISE","VESSEL","HAUL","LATITUDE","LONGITUDE","TEMP","SALINITY","pH","Turbidity","O2","DEPTH"
201301,176,143,55.6586,-155.54649,5.15142105263158,33.4049824909734,8.25362679425837,0.581287081339713,189.95219138756,149.606328096261
201301,176,133,56.341405,-155.24902,8.05773267326733,32.2231865062693,8.71225742574257,0.819277227722772,368.254059405941,28.9019082210021
201301,176,294,55.90333,-135.4407,4.04977004219409,34.2038486291071,8.05771729957806,10.8991392405063,26.1624662447257,600.615364580656
201301,176,293,56.318235,-134.99421,6.193669527897,33.1731218621901,8.27702145922747,0.236130901287554,173.453444206009,130.295469552687
201301,176,292,56.527275,-135.275785,6.73003807106599,32.8483514548498,8.32580710659898,0.0791878172588832,199.954837563452,91.5786003249104
201301,176,291,56.44929,-135.26997,6.1393164556962,33.185250741458,8.26382489451477,0.266008438818565,169.193607594937,121.12664276211
201301,176,290,56.61887,-135.768145,5.6030656779661,33.6581128442979,8.1999470338983,0.0711885593220339,133.486561440678,209.790643678765
201301,176,287,56.827325,-135.72448,5.95911814345992,33.1672787184565,8.24739451476793,0.0543523206751055,165.261445147679,131.754943935029
201301,176,286,57.28311,-135.967075,6.97902375809935,32.6672648118266,8.40305615550756,0.452874730021598,244.697252699784,89.3742673675584
201301,176,285,58.0709,-136.960955,4.60419569892473,34.1236558461825,8.01823225806452,2.18772258064516,51.6329591397849,350.579278384251
201301,176,284,57.981275,-136.977555,4.36272107438017,34.0710824613841,7.9900847107438,3.06522314049587,36.043367768595,428.942727750842
201301,176,105,55.231635,-157.220005,4.76189271255061,32.4566652013475,8.45212145748988,0.7342004048583,359.334,95.4845304945208
201301,176,170,56.447725,-152.614815,5.2154101010101,33.0334521110553,8.38449494949495,0.300945454545455,233.237377777778,129.569706198665
201301,176,165,56.33931,-152.961815,6.13180600461894,32.377079124728,8.62960046189376,0.284551963048499,343.448900692841,85.8685357694159
201301,176,164,56.33815,-152.97911,6.26335483870968,32.4723075954728,8.64667741935484,0.042,343.666064516129,75.1735100414823
201301,176,163,56.336595,-153.07481,6.8715988700565,32.3980220177085,8.67633898305085,0.279804143126177,346.09077212806,80.1584237190217
201301,176,162,56.198165,-153.448255,5.32604573804574,32.9098923921421,8.42320997920998,0.279141372141372,278.742513513514,114.915329981223
201301,176,161,56.16717,-153.41851,4.85646201232033,33.9116328058064,8.10735318275154,0.353716632443532,89.3092854209446,281.642902706219
201301,176,160,55.98992,-153.756865,5.36005098039216,32.9099633685821,8.41593529411765,0.0444666666666667,271.6963,99.8907681775214
201301,176,159,55.92376,-154.072765,4.206375,34.1529888210521,8.03496306818182,0.06740625,36.6590028409091,456.143115187308
201301,176,158,56.60328,-153.597515,4.51485356454721,32.5698222542608,8.44985741811175,4.60384007707129,315.707206165703,133.208577898855
201301,176,157,56.47266,-153.99334,8.257556621881,32.0770878257438,8.73296928982725,0.347009596928983,370.560069097889,33.4777143382467
201301,176,156,56.448115,-153.901085,7.12844294003868,32.2431297614908,8.68815280464217,0.673090909090909,371.588787234043,41.4682347682389
201301,176,155,56.288275,-154.04165,5.02859677419355,33.7581610523662,8.17841532258065,0.233008064516129,129.034060483871,121.818434748121
201301,176,154,56.23549,-154.142265,5.24086270491803,33.2385291730232,8.34234016393443,0.509747950819672,223.560581967213,132.785467311012
201301,176,153,56.119565,-154.452745,5.18221212121212,33.5273412332217,8.27618614718615,0.273512987012987,169.296073593074,150.08677657853
201301,176,152,55.967825,-154.638425,3.96974897119342,34.247566694759,8.001170781893,0.18462962962963,24.3117839506173,535.248866419385
201301,176,151,55.95825,-154.705665,4.01501035196687,34.1519224421651,8.02217805383023,2.73029606625259,26.3676645962733,540.657647516877
201301,176,150,56.01052,-155.94012,6.911712890625,32.4207955135527,8.675576171875,1.01119921875,359.82184765625,68.4839014951815
201301,176,149,56.14452,-155.95782,5.02837267080745,33.1945584267157,8.33688612836439,0.508138716356108,236.686583850932,144.55170732918
201301,176,148,56.183305,-154.946935,6.52097569444444,32.3098670191835,8.648390625,0.3875,364.749105902778,39.1156826009277
