Newport Hydrographic Line (44.65oN) CTD+DO station data collected on 26-Sep-2013 starting at 19:15:00 UTC
NHL station number, longitude (degW), pressure (dbar),temperature (degC), practical salinity, potential density (kg/m^3), spiciness (kg/m^3), dissolved oxygen (ml/L)
1,-124.1,1,14.634,32.496,24.126,0.35423,6.1522
1,-124.1,2,14.541,32.5,24.149,0.33734,6.1276
1,-124.1,3,14.479,32.512,24.171,0.33243,6.1037
1,-124.1,4,14.407,32.532,24.202,0.33161,6.1052
1,-124.1,5,14.396,32.536,24.208,0.33234,6.0782
1,-124.1,6,14.39,32.544,24.215,0.33705,6.0947
1,-124.1,7,14.359,32.556,24.231,0.33918,6.0704
1,-124.1,8,14.299,32.574,24.257,0.33897,6.0238
1,-124.1,9,14.25,32.602,24.289,0.34933,5.9732
1,-124.1,10,14.241,32.602,24.291,0.34697,5.9847
1,-124.1,11,14.109,32.645,24.352,0.35045,5.9083
1,-124.1,12,14.072,32.658,24.369,0.35186,5.945
1,-124.1,13,14.056,32.661,24.375,0.35102,5.9157
1,-124.1,14,14.018,32.673,24.392,0.35161,5.8442
1,-124.1,15,13.986,32.685,24.408,0.35337,5.8468
1,-124.1,16,13.974,32.688,24.412,0.35278,5.7916
1,-124.1,17,13.904,32.711,24.445,0.35502,5.7831
1,-124.1,18,13.818,32.74,24.485,0.35811,5.737
1,-124.1,19,13.739,32.764,24.519,0.35873,5.751
1,-124.1,20,13.724,32.767,24.524,0.35764,5.7045
1,-124.1,21,13.569,32.82,24.597,0.36393,5.6528
1,-124.1,22,13.368,32.884,24.687,0.36925,5.622
1,-124.1,23,13.314,32.898,24.709,0.3681,5.6001
1,-124.1,24,13.314,32.895,24.706,0.3662,5.5747
1,-124.1,25,13.287,32.903,24.718,0.36648,5.6092
5,-124.18,1,15.247,32.233,23.792,0.29577,6.3058
5,-124.18,2,15.182,32.233,23.807,0.28159,6.2904
5,-124.18,3,15.149,32.233,23.814,0.27426,6.315
5,-124.18,4,15.135,32.232,23.816,0.27035,6.3203
5,-124.18,5,15.104,32.232,23.823,0.26342,6.3334
5,-124.18,6,15.08,32.231,23.827,0.25712,6.3242
5,-124.18,7,15.058,32.23,23.832,0.25176,6.3078
5,-124.18,8,15.036,32.233,23.838,0.24881,6.279
5,-124.18,9,14.97,32.29,23.896,0.2763,6.1999
5,-124.18,10,14.891,32.345,23.956,0.29937,6.1535
5,-124.18,11,14.82,32.377,23.996,0.3075,6.1311
5,-124.18,12,14.797,32.384,24.006,0.30717,6.1408
5,-124.18,13,14.757,32.393,24.021,0.30537,6.0098
5,-124.18,14,14.576,32.466,24.116,0.31945,5.9806
5,-124.18,15,14.451,32.514,24.179,0.32717,5.9776
5,-124.18,16,14.221,32.644,24.327,0.3734,5.9211
5,-124.18,17,13.939,32.777,24.489,0.41113,5.9327
5,-124.18,18,13.872,32.78,24.504,0.39862,5.8063
5,-124.18,19,13.744,32.782,24.532,0.37324,5.761
5,-124.18,20,13.543,32.809,24.593,0.35071,5.7513
5,-124.18,21,13.334,32.843,24.662,0.33197,5.7328
5,-124.18,22,13.158,32.867,24.716,0.31331,5.7364
5,-124.18,23,13.074,32.899,24.757,0.31941,5.8058
5,-124.18,24,12.987,32.972,24.83,0.35506,5.8077
5,-124.18,25,12.895,33.003,24.873,0.35902,5.7489
5,-124.18,26,12.866,33.003,24.878,0.35303,5.7202
